review,rating,label,clean_review,label_encoded
Baguss tapi ngeselin kadang uang koin dikit terus pendaftaran ny susah hampir waktu itu ketuker,4,Positif,baguss ngeselin kadang uang koin dikit terus pendaftaran ny susah hampir waktu ketuker,2
Is the best,5,Positif,is the best,2
Bagus bisa les abis pulang sekolah 👍💌👍👍,3,Netral,bagus les abis pulang sekolah,1
NILAI ULANGAN KU MENINGKAT SEJAK MELIHAT FIDIO RUANG GURU AKU DULU JUARA 3 SEKARANG AKU JUARA 2,5,Positif,nilai ulangan ku meningkat sejak melihat fidio ruang guru aku dulu juara sekarang aku juara,2
BAGUS BANGET!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!WAJIB DI Downlod,5,Positif,bagus bangetwajib downlod,2
tolong yah jangan terlalu promosi apalagi sampai mengganggu kenyamanan saya di telfon berulang kali dengan nomer yg berbeda padahal sudah saya block sepihak tp tetap sj mencoba menghibungi pake nomer lain saya merasa terganggu padahal saya sudah berhenti berlangganan lagi trimakasih. 🙏,1,Negatif,yah jangan terlalu promosi mengganggu kenyamanan telfon berulang kali nomer yg berbeda padahal block sepihak tp tetap sj mencoba menghibungi pake nomer merasa terganggu padahal berhenti berlangganan trimakasih,0
Kok gak ada pelajaran bahasa lampung yah...??? Sayang banget padahal yg dibutuhinya kan pelajaran bahasa lampung😒saya cari di pencarian yg keluar bahasa inggris 😒usahain dong ada pelajaran bahasa lampung,1,Negatif,kok gak pelajaran bahasa lampung yah sayang banget padahal yg dibutuhinya kan pelajaran bahasa lampungsaya cari pencarian yg keluar bahasa inggris usahain dong pelajaran bahasa lampung,0
Ini kok dril soal nya tiba tiba bab materi nys cmn ada 1 padahal sebelumnya banyak,4,Positif,kok dril soal nya tiba tiba bab materi nys cmn padahal sebelumnya banyak,2
enak bgt mahamin materinya. terus ada teman belajar juga lucuuu! ada fitur adapto juga bikin aku sering inget apa yg dibahas dan gak ngebosesnin😊,4,Positif,enak bgt mahamin materinya terus teman belajar lucuuu fitur adapto bikin aku sering inget apa yg dibahas gak ngebosesnin,2
Dari saya. Cuma makasih Materi nya sangad mudah di fahami. Itu hipotesa saya,5,Positif,cuma makasih materi nya sangad mudah fahami hipotesa,2
Aplikasinya tuh berguna banget karena bisa buat belajar dan ngepost spe aku gk bisa berhenti ngepost sama belajar. Apalagi ada temen belajarnya/peliharan pokoknya aku tambah semanga!!!!!!!!,5,Positif,aplikasinya tuh berguna banget buat belajar ngepost spe aku gk berhenti ngepost sama belajar temen belajarnyapeliharan pokoknya aku tambah semanga,2
Mantep banget ruwang guru ni,5,Positif,mantep banget ruwang guru ni,2
Ruang guru ini membantu banget,5,Positif,ruang guru membantu banget,2
Tapi pakai kouta utau tidak 🤔,5,Positif,pakai kouta utau tidak,2
Bagus banget!! Kalian harus download cepat,5,Positif,bagus banget kalian download cepat,2
Aplikasi isi sangat membantu untuk ank2 kta bljar lebih giat dan mngasah otak mreka,3,Netral,aplikasi isi sangat membantu ank kta bljar lebih giat mngasah otak mreka,1
Aplikasi ini membuat saya bertambah pintar,5,Positif,aplikasi membuat bertambah pintar,2
"Baru satu hari bergabung di ruang guru banyak gambaran yg saya dapatkan untuk bagaimana mengajar,mentransfer atau menggali bakat siswa yg terpendam karna siswa tdk tahu bagaimana cara memunculkannya atau menggali serta mengaplikasikannya bakatnya.terima kasih ruang guru atas berbagai ilmunya🙏👍🏆",5,Positif,baru satu hari bergabung ruang guru banyak gambaran yg dapatkan bagaimana mengajarmentransfer menggali bakat siswa yg terpendam karna siswa tdk tahu bagaimana cara memunculkannya menggali mengaplikasikannya bakatnyaterima kasih ruang guru atas berbagai ilmunya,2
"Udah nonton video bolak balik tetep aja misi belom selesai, benerin atuh bug nya",2,Negatif,udah nonton video bolak balik tetep aja misi belom selesai benerin atuh bug nya,0
"Sangat bagus,sangat membantu untuk belajar",5,Positif,sangat bagussangat membantu belajar,2
"Konsep kilat Ruangguru sangat mantap, mudah banget dimengerti",5,Positif,konsep kilat ruangguru sangat mantap mudah banget dimengerti,2
Bagus bgt memudahkan belajar dalam mapel apapun,5,Positif,bagus bgt memudahkan belajar mapel apapun,2
Ruang guru membantu kegiatan belajar saya lancar,4,Positif,ruang guru membantu kegiatan belajar lancar,2
Saya sangat senang dan suka karena banyak reprensi pembelajaran yang dapat saya peroleh dari ruang guru,5,Positif,sangat senang suka banyak reprensi pembelajaran peroleh ruang guru,2
App Ruang guru sangat bagus krn saya sebelum belajar dengan Ruang guru selalu nilai saya rendah tapi saat mulai belajar dengan menggunakan Ruang guru nilai saya sekarang selalu tinggi hingga yg lalu nya saya tidak pernah mendapatkan ranking 5 besar tapi setelah belajar Ruang guru dengan sekejap saya berhasil mencapai ranking 5 dan saya mau terus belajar agar maencapai ranking 3 besar dan juga dulu tidak ada yg mau duduk sekelompok sama saya tapi sekarang semua kelompok menerima sya,5,Positif,app ruang guru sangat bagus krn belajar ruang guru selalu nilai rendah mulai belajar menggunakan ruang guru nilai sekarang selalu tinggi hingga yg lalu nya tidak pernah mendapatkan ranking besar belajar ruang guru sekejap berhasil mencapai ranking mau terus belajar maencapai ranking besar dulu tidak yg mau duduk sekelompok sama sekarang semua kelompok menerima sya,2
"Hi guys, aku mau cerita sedikit tentang pengalaman aku selama pakai ruang guru. Selama ada ruang guru nilai aku jadi bagus banget, dan makin semangat belajar karena ada animasi animasi yang sudah disediakan di ruang guru, dan pastinya master teacher yang menjelaskan materi, itu gampang banget buat dipahami. Terima kasih ruang guru. Ayo mulai sekarang download dan berlangganan ruang guru!!",5,Positif,hi guys aku mau cerita sedikit pengalaman aku selama pakai ruang guru selama ruang guru nilai aku jadi bagus banget makin semangat belajar animasi animasi disediakan ruang guru pastinya master teacher menjelaskan materi gampang banget buat dipahami terima kasih ruang guru ayo mulai sekarang download berlangganan ruang guru,2
"Apk Ruangguru ini sangat bagus dan sangat membantu saya dalam belajar. Penjelasan materinya sangat jelas dan mudah diengerti, walaupun akun saya sering ter-logout sendiri, tapi saya kasih bintang 5 karena sy sangat suka dengan apk ini.",5,Positif,apk ruangguru sangat bagus sangat membantu belajar penjelasan materinya sangat jelas mudah diengerti walaupun akun sering terlogout sendiri kasih bintang sy sangat suka apk,2
Pelayanan Cs Ka Hilda kurang responsif dan masalah nya belum selesai sampai sekarang,1,Negatif,pelayanan cs ka hilda kurang responsif masalah nya belum selesai sekarang,0
Apk imi sangat baik,5,Positif,apk imi sangat baik,2
Saya sudah langganan setahun Pelajarannya sangat berguna dan cara menjelaskan materinya sangat bagus Tetapi waktu mau menjawab soal setelah menonton video Ada soal yang gambarnya tidak muncul jadi saya tidak bisa menjawab dengan benar meskipun saya sudah paham dengan materi yang diberikan,3,Netral,langganan setahun pelajarannya sangat berguna cara menjelaskan materinya sangat bagus waktu mau menjawab soal menonton video soal gambarnya tidak muncul jadi tidak menjawab benar meskipun paham materi diberikan,1
"Aplikasi ini bagus banget, karena pijak mereka telah memberi langganan gratis pula",5,Positif,aplikasi bagus banget pijak memberi langganan gratis,2
Banyak bug baru masuk keluar lagi,1,Negatif,banyak bug baru masuk keluar,0
"Gatau mau bilang apa, sangat membantu. Semangat belajar semuanya <3",5,Positif,gatau mau bilang apa sangat membantu semangat belajar semuanya,2
Kata anak saya ini klo bu guru tau knp tanya saya gitu knp ya?,5,Positif,kata anak klo bu guru tau knp tanya gitu knp,2
Aku menjadi lebih cerdas setelah belamat di ruang guru,5,Positif,aku menjadi lebih cerdas belamat ruang guru,2
"Bagus, jadi lebih mudah mengerti pelajaran",5,Positif,bagus jadi lebih mudah mengerti pelajaran,2
Ruang guru memang sagat membantu,5,Positif,ruang guru memang sagat membantu,2
Aplikasinya kok gak bagus ya,1,Negatif,aplikasinya kok gak bagus,0
Sangat tidak ramah,1,Negatif,sangat tidak ramah,0
APLIKASI BAGUS KOK BIKIN KALIAN JADI MUDAH MENGERJAKAN TUGAS DAN GAMPANG UNTUK DI PAHAMI TUNGGU APALAGI AYO DONWLOAD SEKARANG,5,Positif,aplikasi bagus kok bikin kalian jadi mudah mengerjakan tugas gampang pahami tunggu ayo donwload sekarang,2
Pelajaran PPKn mana ya,4,Positif,pelajaran ppkn mana,2
Bagus buat belajar anak,4,Positif,bagus buat belajar anak,2
Inii bagus bangettt yang awalnya aku gak ngerti jadi ngertiii nilai aku awalnya ada yang kurang pas pake ini lansung nambahh pokok nya bagus mudah di mengerti dan seru karna ada soal soal yang menguji kemampuan setelah nonton Vidio nyaa bagus bangett deh 👍👍👍👍,5,Positif,inii bagus bangettt awalnya aku gak ngerti jadi ngertiii nilai aku awalnya kurang pas pake lansung nambahh pokok nya bagus mudah mengerti seru karna soal soal menguji kemampuan nonton vidio nyaa bagus bangett deh,2
Kok ngga bisa dibuka yah,1,Negatif,kok ngga dibuka yah,0
BAGUS KAK ROBOGURUNYAYA NILAI ULANGAN SAYA BAGUS2 😃,5,Positif,bagus kak robogurunyaya nilai ulangan bagus,2
"Kok ruangguru gini amat udah bayar mahal², udh berlangganan katanya bljr 1 thn eh kok malah 1 bulan doang? dan udh gk berlangganan lagi!!!!!",1,Negatif,kok ruangguru gini udah bayar mahal udh berlangganan katanya bljr thn eh kok malah bulan doang udh gk berlangganan,0
lagi nonton anime lovers malah iklan 2 jam lg ga bisa skip,1,Negatif,nonton anime lovers malah iklan jam lg ga skip,0
berat aplikasi nya padahal suka sama pelajaran isinya,1,Negatif,berat aplikasi nya padahal suka sama pelajaran isinya,0
"Haii haii Saya pengguna ruang guru .saya suka sekali dengan fitur fiturnya .saya cepat paham begitupun banyak animasi yang saya suka master teacher yang asik"".saya suka sekali dengan aplikasi ini .ruang guru is the best 😉",5,Positif,haii haii pengguna ruang guru suka sekali fitur fiturnya cepat paham begitupun banyak animasi suka master teacher asiksaya suka sekali aplikasi ruang guru is the best,2
Aplikasi membantu aku dalam hal pembelajaran dari rumah meskipun masih dalam kondisi pandemi yeayy pokok nya best dehhh,5,Positif,aplikasi membantu aku pembelajaran rumah meskipun kondisi pandemi yeayy pokok nya best dehhh,2
"Sangat kecewa. Karena di saat saya ingin menggunakan adapto, aplikasinya langsung keluar begitu saja, dan saya sudah mencoba berkali kali tetap saja seperti itu. Hal ini sangat menggangu, kepada pihak ruang guru tolong diperbaiki lagi. Terimakasih.",1,Negatif,sangat kecewa menggunakan adapto aplikasinya langsung keluar mencoba berkali kali tetap sangat menggangu pihak ruang guru diperbaiki terimakasih,0
Bagus anak ku sampai rengking 1 karna belajar RUANGGURU,5,Positif,bagus anak ku rengking karna belajar ruangguru,2
"halo, nama saya dira andriano, saya mau berbagi pengalaman di sini, ga sia"" aku belajar di sini, dari yang dulunya paling malas belajar sekarang malah suka belajar di ruangguru, Terima kasih ruangguru, sukses selalu 🙏",5,Positif,halo nama dira andriano mau berbagi pengalaman sini ga sia aku belajar sini paling malas belajar sekarang malah suka belajar ruangguru terima kasih ruangguru sukses selalu,2
Sangat membantu sekali. Anak sama orang tua bisa sama - sama belajar. Buat anak bisa memperdalam lagi materinya dan buat orang tua bisa mengingat kembali masa masa sekolah dulu.,5,Positif,sangat membantu sekali anak sama orang tua sama sama belajar buat anak memperdalam materinya buat orang tua mengingat masa masa sekolah dulu,2
bagus banget.....sumpah deh ....belajar diruang guru nggak pernah bosenseneng banget pokoknya nilai saya bertambah,5,Positif,bagus bangetsumpah deh belajar diruang guru pernah bosenseneng banget pokoknya nilai bertambah,2
Kalo bisa sih kasih notifikasi yg isinya nge sarkas buat org yg males2 an Biar ruang guru nya dipake sayang uang nya kebuang,5,Positif,kalo sih kasih notifikasi yg isinya nge sarkas buat org yg males an biar ruang guru nya dipake sayang uang nya kebuang,2
Terima kasih ruang guru saya dapat nilai yang bagus di kelas saya terima kasih banyak ruang guru☺️👍🏻🙏🏻,5,Positif,terima kasih ruang guru nilai bagus kelas terima kasih banyak ruang guru,2
"Kaka nya seru seru paham deh make ruang guru kalian harus download yaaa supaya pinterrr dan membanggakan ortu, FIGHTINGG!!!",5,Positif,kaka nya seru seru paham deh make ruang guru kalian download yaaa pinterrr membanggakan ortu fightingg,2
wahh ternya aplikasi yg sangat membantu saya,5,Positif,wahh ternya aplikasi yg sangat membantu,2
Oke sip tapi kurang,4,Positif,oke sip kurang,2
"Hai ruang guru awalnya aku dapat peringkat (rengking) paling bawah tapi semenjak ada ruang guru aku langsung naik peringkat ,terima kasih ruang guru ☺️🙏 makasih ruang guru",5,Positif,hai ruang guru awalnya aku peringkat rengking paling bawah semenjak ruang guru aku langsung naik peringkat terima kasih ruang guru makasih ruang guru,2
Apk nya bagus membantu,5,Positif,apk nya bagus membantu,2
Bagus banget Ruang Guru memang nomor 1 deh fasilitas nya bagus bangett dan sangat menyenangkan dehh belajar di Ruang Guru apa lagi sekarang ada versi terbaru jadi makin seru bingit jadi kalian yang belum berlangganan di Ruang Guru yuk berlangganan sekarang karena bisa ketemu dengan teman dan guru yang mengajarkan gak ada aplikasi yang sebagus ini bener deh kalo kita kebingungan kita tinggal tanya langsung ada pembahasan & video video nya jadi video nya bisa kita tonton agar lebih jelas TKS RG❤️,5,Positif,bagus banget ruang guru memang nomor deh fasilitas nya bagus bangett sangat menyenangkan dehh belajar ruang guru apa sekarang versi terbaru jadi makin seru bingit jadi kalian belum berlangganan ruang guru yuk berlangganan sekarang ketemu teman guru mengajarkan gak aplikasi sebagus bener deh kalo kebingungan tinggal tanya langsung pembahasan video video nya jadi video nya tonton lebih jelas tks rg,2
Lagi pengen yg free aj 🙂,5,Positif,pengen yg free aj,2
"Gimana sih nih aplikasi udh di bilang di telepon "" Nggak tertarik masuk member ruangguru"" Maksa banget Kalau mau dapat uang gak kayak gitu main maksa, kalau udh di bilang gak mau yah gak mau jgn dipaksa, sialan",1,Negatif,gimana sih nih aplikasi udh bilang telepon tertarik masuk member ruangguru maksa banget kalau mau uang gak kayak gitu main maksa kalau udh bilang gak mau yah gak mau jgn dipaksa sialan,0
Ruang guru itu bagus,1,Negatif,ruang guru bagus,0
Terimakasih ruangguru saya menjadi pintar gara gara belajar di aplikasi ini,5,Positif,terimakasih ruangguru menjadi pintar gara gara belajar aplikasi,2
Ruanglesonline nya selalu bermasalah,1,Negatif,ruanglesonline nya selalu bermasalah,0
Bangus banget ruang guru,5,Positif,bangus banget ruang guru,2
"Membuat senang, dn bisa membuat pendapat",5,Positif,membuat senang dn membuat pendapat,2
POKOKNYA RUANG GURU EMANG THE BEST DEH,5,Positif,pokoknya ruang guru emang the best deh,2
"Hai ruangguru,Aku Mau Kasi tau pengalaman ku pakai aplikasi ruangguru Nih!,Kalau dari video pembelajaran nya sih seru yaa, Tapi Kayanya Tampilannya harus di Bagusin lagi deh,Misalnya, Kta udh nonton video nya, dan lgi ngerjain kuis, Nah Terus ad yang salah nih, Ntar Kalo kita Lagi jelajahi Ruangguru ny, Disitu ad notifikasi dari ruangguru nya, Tapi bukan di bilah notif, melainkan di apk runagguru ny, Jadi Mungkin di rekomendasiin utk menonton vid nya lagi, Sampe kuis nya ga ada yg salah, trims",5,Positif,hai ruangguruaku mau kasi tau pengalaman ku pakai aplikasi ruangguru nihkalau video pembelajaran nya sih seru yaa kayanya tampilannya bagusin dehmisalnya kta udh nonton video nya lgi ngerjain kuis nah terus ad salah nih ntar kalo jelajahi ruangguru ny disitu ad notifikasi ruangguru nya bukan bilah notif apk runagguru ny jadi mungkin rekomendasiin utk menonton vid nya sampe kuis nya ga yg salah trims,2
Belajar semakin semangat,5,Positif,belajar semakin semangat,2
Apk nya bagusss,5,Positif,apk nya bagusss,2
Bagus buat kerjain mate matika,5,Positif,bagus buat kerjain mate matika,2
Sangat bagus dalam pembelajaran,5,Positif,sangat bagus pembelajaran,2
Seadndainya bisa gratis pasti mangkin pintar aku😭,5,Positif,seadndainya gratis mangkin pintar aku,2
Saya lumayan suka Tapi kadang saya tidak mengerti Entah karena penjelasan nya terlalu panjang atau kekmana saya pun gak tau😁🤣🤣 Tapi saya tetap suka aplikasi nya,4,Positif,lumayan suka kadang tidak mengerti entah penjelasan nya terlalu panjang kekmana gak tau tetap suka aplikasi nya,2
Ruang belajar yang sangat bagus,5,Positif,ruang belajar sangat bagus,2
Kakak bagaimana cara mendaftar nya,5,Positif,kakak bagaimana cara mendaftar nya,2
Ruang guru adalah fasilitas kami sebagai guru dlm situasi ppkm...trims buat kreator nya yg sudah berbagi utk dunia pendidikan Inovasi yg tepat guna dimasa2 sulit🙏🙏🙏🥰🥰,5,Positif,ruang guru fasilitas guru dlm situasi ppkmtrims buat kreator nya yg berbagi utk dunia pendidikan inovasi yg tepat dimasa sulit,2
Wa ini bagus sekali aku suka,5,Positif,wa bagus sekali aku suka,2
Saya senang baget bagus baget suka deh pokok nya,5,Positif,senang baget bagus baget suka deh pokok nya,2
Aku jadi pinter karna ruang guru terima kasih ruang guru,5,Positif,aku jadi pinter karna ruang guru terima kasih ruang guru,2
👍👍👍👍Tidak bisa berkata app,5,Positif,tidak berkata app,2
Sangat membatu dalam belajar,5,Positif,sangat membatu belajar,2
Aplikasi nya sangat bagus dan menarik sekali aku kasih bintang 5 karena aplikasi ini sangat bagus dan sangat membantu saya belajar📚✏,5,Positif,aplikasi nya sangat bagus menarik sekali aku kasih bintang aplikasi sangat bagus sangat membantu belajar,2
"Kelebihan : Paket yg disediakan cukup terjangkau; soal & TO yg tersedia cukup bervariasi; ada fitur laporan belajar; tersedia fitur ss & bs melanjutkan video dari ss tsb (tdk mengurangi kapasitas penyimpanan) Kekurangan : Tdk bs ss pakai perangkat, bisanya di app; harus terus menerus mengupdate agar dpt menggunakan fitur adapto di video; tdk bs melakukan ss pada bagian pendalaman materi; jika ada notif dari manapun, tiba2 layar seperti ngehang & harus foto ulang",4,Positif,kelebihan paket yg disediakan cukup terjangkau soal to yg tersedia cukup bervariasi fitur laporan belajar tersedia fitur ss bs melanjutkan video ss tsb tdk mengurangi kapasitas penyimpanan kekurangan tdk bs ss pakai perangkat bisanya app terus menerus mengupdate dpt menggunakan fitur adapto video tdk bs melakukan ss bagian pendalaman materi notif manapun tiba layar ngehang foto ulang,2
Apk ini sngt mmbantu sga untuk memahami materi² dan rumus² yang sy awlnya ga paham trumah kasih ruang guru😋😍,5,Positif,apk sngt mmbantu sga memahami materi rumus sy awlnya ga paham trumah kasih ruang guru,2
"Bagus,si,tapi ruang penjelasan,nya,agak,salah,dan,waktu,mau,ngisi,tugas,kek,ada, gangguan,sinyal4g,tapi,masih,lah, untuk,pihak,ruang,guru,mohon,di,pertimbankan,lagi,untuk,besok,plis🙏☺️...................................",2,Negatif,bagussitapi ruang penjelasannyaagaksalahdanwaktumaungisitugaskekada gangguansinyalgtapimasihlah untukpihakruanggurumohondipertimbankanlagiuntukbesokplis,0
"Kenapa ya setelah saya update ko hilang berlangganan nya??, Kalau tidak saya update video nya tidak terbuka sedangkan saya berlangganan 1 tahun sampai habis semester 1 masa saya bayar lagi",1,Negatif,update ko hilang berlangganan nya kalau tidak update video nya tidak terbuka berlangganan tahun habis semester masa bayar,0
"materi belajarnya lengkap dan tertata (sehingga gak bingung harus belajar dari mana), video belajarnya menarik dan mudah difahami, membantu sekali dalam proses belajar ⭐⭐⭐⭐⭐👍🏻",5,Positif,materi belajarnya lengkap tertata gak bingung belajar mana video belajarnya menarik mudah difahami membantu sekali proses belajar,2
"Makin diupdate makin lemot dan belibet tampilanya, trus tiba² keluar sendiri kan gajelas mana udah langganan setaun buat ujian besok fak lah",1,Negatif,makin diupdate makin lemot belibet tampilanya trus tiba keluar sendiri kan gajelas mana udah langganan setaun buat ujian besok fak lah,0
Bagus bisa buat belajar sehari-hari dan jika terus belajar lewat apk ruangguru maka 100℅ mendapatkan rangking 1. Ayo Semangat Belajar Dan Raih Frestasi.,5,Positif,bagus buat belajar seharihari terus belajar lewat apk ruangguru mendapatkan rangking ayo semangat belajar raih frestasi,2
Seru sih belajar disini kayak lebih paham dan seru gtu enak jga nonton vidio belajarnya,5,Positif,seru sih belajar disini kayak lebih paham seru gtu enak jga nonton vidio belajarnya,2
"Hai teman-teman, perkenalkan nama saya nabila Nala, saya pengguna ruang guru. Ruang guru ini keren sekali, bisa bermain sambil belajar. Apalagi ada video Dafa dan Lulu nya sangat keren. jadi kalian harus download aplikasi ruang guru ya.",5,Positif,hai temanteman perkenalkan nama nabila nala pengguna ruang guru ruang guru keren sekali bermain belajar video dafa lulu nya sangat keren jadi kalian download aplikasi ruang guru,2
Ruang guru keren dan sangat asyik untuk bekajar,5,Positif,ruang guru keren sangat asyik bekajar,2
Bagus banget ya ruang guru ny yg jelasin ak bisa ngerti secepet in ak matematika dapat juara 2 alhamdullillah berkat ruang guru💪👍,3,Netral,bagus banget ruang guru ny yg jelasin ak ngerti secepet in ak matematika juara alhamdullillah berkat ruang guru,1
Semoga ruang guru memang benar-benar bagus buat belajar soalnya baru download )),5,Positif,semoga ruang guru memang benarbenar bagus buat belajar soalnya baru download,2
"Apk nya bagus,ngga bosen belajar di buatnya ,walau belum langganan tapi pembelajaran nya di jelaskan secara detail, makasih ruang guru",5,Positif,apk nya bagusngga bosen belajar buatnya belum langganan pembelajaran nya jelaskan detail makasih ruang guru,2
Semenjak saya pakai ruang guru saya lebih mengerti pelajaran di sekolah,5,Positif,semenjak pakai ruang guru lebih mengerti pelajaran sekolah,2
Apli nya bagus banget??????????????????????,5,Positif,apli nya bagus banget,2
Belajar jadi lebih enak and ga bosen thks :),5,Positif,belajar jadi lebih enak and ga bosen thks,2
Aplikasi nya bagus nilai aku jadi naik,5,Positif,aplikasi nya bagus nilai aku jadi naik,2
Seru banget yang tadinya rangking 3 naik jadi 2,5,Positif,seru banget tadinya rangking naik jadi,2
Kereennn Belajar di Ruang Guru membuat saya semakin dapat mengerti dan memahami dengan baik tentang materi materi yang disampaikan🥰🥰🥰🥰,5,Positif,kereennn belajar ruang guru membuat semakin mengerti memahami baik materi materi disampaikan,2
Aplikasi ini sangat berguna untuk belajar. Cara menjelaskan materi nya sangat mudah di pahami. Terima kasih ruang guru,5,Positif,aplikasi sangat berguna belajar cara menjelaskan materi nya sangat mudah pahami terima kasih ruang guru,2
"Kok kadang ruangguru caranya lebih ribet dari yt padahal berbayar, di yt lebih cepat dan tepat, cocok buat ujian atau PTN",1,Negatif,kok kadang ruangguru caranya lebih ribet yt padahal berbayar yt lebih cepat tepat cocok buat ujian ptn,0
Alhamdulillah apk sangat membantu Saya jadi masuk 5 besar,5,Positif,alhamdulillah apk sangat membantu jadi masuk besar,2
bagus aplikasi nya!,5,Positif,bagus aplikasi nya,2
Pembelajaran yang diberikan sangat menarik dengan video,5,Positif,pembelajaran diberikan sangat menarik video,2
"Sumpahh ini bagusssssss bngettttt ruang guru sukaaaa bngettt sama pembahasanya gak pernah bosen dan bikinnn semangattt buatt belajarnyaaa,maaf kak tpi aku kurang suka dengan biayanya soalnya terlalu mahal buat aku yg orangnya tidak mampu tolong kak kasih promo lgi biar lebih enteng buat bayarnya😓😓",5,Positif,sumpahh bagusssssss bngettttt ruang guru sukaaaa bngettt sama pembahasanya gak pernah bosen bikinnn semangattt buatt belajarnyaaamaaf kak tpi aku kurang suka biayanya soalnya terlalu mahal buat aku yg orangnya tidak mampu kak kasih promo lgi biar lebih enteng buat bayarnya,2
belajar disini asik banget mudah dimengerti🤩🤩🤩,5,Positif,belajar disini asik banget mudah dimengerti,2
No Caption 🎖️🎖️🎖️🎗️🎗️🎗️ The Best buat Tim Ruang Guru,5,Positif,no caption the best buat tim ruang guru,2
"Bagus ruang guru , jadi nilai nilai ku bagus dan 100 terus aku rapot kelas 3 100 semua dan A semua berkat ruang guru aku jafi rengking 1 ke atas makasih ruang guru 🙏🙏🙏💕",5,Positif,bagus ruang guru jadi nilai nilai ku bagus terus aku rapot kelas semua a semua berkat ruang guru aku jafi rengking atas makasih ruang guru,2
"Bagus banget aplikasi nya, sayang banget saya pas awal masuk ruangguru ga manfaatin banget fitur di app nya😔😔",5,Positif,bagus banget aplikasi nya sayang banget pas awal masuk ruangguru ga manfaatin banget fitur app nya,2
Mak ku marah karena ditelepon,2,Negatif,mak ku marah ditelepon,0
Dari segi pembelajaran sih ok bgt gampang di pahami tapi knp sering bgt periksa koneksi pdagal jaringan baguss terus kok materi yg dibuku ada yg gda di ruang guru pdhl revisinya sama tolong yh KA lebih di perhatiin lagi saya udah langganan loh ini salah satu alasan saya knp jarang buka runag guru memuatnya lebih lamaaaaa bgtttt,1,Negatif,segi pembelajaran sih bgt gampang pahami knp sering bgt periksa koneksi pdagal jaringan baguss terus kok materi yg dibuku yg gda ruang guru pdhl revisinya sama yh ka lebih perhatiin udah langganan loh salah satu alasan knp jarang buka runag guru memuatnya lebih lamaaaaa bgtttt,0
Ini aplikasi jelek banget sumpah soalnya aku pernah pengalaman try out tiba tiba ter reset,1,Negatif,aplikasi jelek banget sumpah soalnya aku pernah pengalaman try out tiba tiba ter reset,0
"Sangat bagus, materinya mudah untuk di pahami",5,Positif,sangat bagus materinya mudah pahami,2
Hii ruang guru pisss ini apk bagus banget apalagi mtk yg susah selalu terpecahkan makasih ruang guruuu lopee dehg,5,Positif,hii ruang guru pisss apk bagus banget mtk yg susah selalu terpecahkan makasih ruang guruuu lopee dehg,2
Bagus banget ada lulu dandafa dan junga tematik pokoknya ruang guru bangus,5,Positif,bagus banget lulu dandafa junga tematik pokoknya ruang guru bangus,2
Suka pembelajarannya asyik,5,Positif,suka pembelajarannya asyik,2
Ruang guru nya bagus banget bikin sa punya hewan peliharaan,5,Positif,ruang guru nya bagus banget bikin sa punya hewan peliharaan,2
Halo kak saya sangat bingung gimana cara menggunakan nya soal nya banyak sekali yg harus di ketika jadi saya harus gimana ni,5,Positif,halo kak sangat bingung gimana cara menggunakan nya soal nya banyak sekali yg jadi gimana ni,2
Gak bisa didownload apknya,1,Negatif,gak didownload apknya,0
Sangat memuaskan terima kasih ruang guru,5,Positif,sangat memuaskan terima kasih ruang guru,2
Wowowoowowoowowowooowowo aku naik rengking 1,5,Positif,wowowoowowoowowowooowowo aku naik rengking,2
"Terlalu Banyak singkatan yg gak jelas pada materi yang bikin bingung, apa yg sedang dibahas. Contohnya: TPS, UTBK, dll... Sebelum membuat singkatan, harusnya setiap kata utuh, sesuai etika ejaan.",1,Negatif,terlalu banyak singkatan yg gak jelas materi bikin bingung apa yg sedang dibahas contohnya tps utbk membuat singkatan harusnya kata utuh sesuai etika ejaan,0
"Apk bagus dan luar biasa, gak nyesel instal apk ini, membuat proses belajar makin mudah.",5,Positif,apk bagus luar biasa gak nyesel instal apk membuat proses belajar makin mudah,2
Keren cuman berlangganan malah dispam iklan chat promosi di WA berasa bukan user berbayar!,2,Negatif,keren cuman berlangganan malah dispam iklan chat promosi wa berasa bukan user berbayar,0
ruang guru anj gbrgunaa ganggu doang iklannya,1,Negatif,ruang guru anj gbrgunaa ganggu doang iklannya,0
"Ruangguru tempat belajar online gratis yang gak bikin nangis! Master teachernya seru dan detail banget, jadi makin gampang nangkep materi pelajaran hihi",5,Positif,ruangguru tempat belajar online gratis gak bikin nangis master teachernya seru detail banget jadi makin gampang nangkep materi pelajaran hihi,2
"Fitur pembelajaran & layanannya cs nya kecee, terima kasih Ruangguru👍🏻",5,Positif,fitur pembelajaran layanannya cs nya kecee terima kasih ruangguru,2
BAGUS BANGAT KAKAK MEMBATU BANGAT,5,Positif,bagus bangat kakak membatu bangat,2
