review,rating
Ruang guru memang menjadi juara,5
Bgussss bngettt,5
"Bagus bngt! Semenjak bljr diruang guru semakin paham sama pljrn yang lomot bngt disitu , thx ruang guru!",5
Cukup jels,3
Membantu sekali dalam belajar,5
Yang kasih 5 adalah buzzer : gak objektif penilaianya ... Ngakak aja mentor ruang guru ngaku siswa disini dab kasih bintang 5,1
Ini yg gua suka,5
vidio ngelag mulu padahal sinyal lancar jaya .. perbaikin dulu deh bug nya pls ngerugiin bgt .. jadi bikin ga mood buat belajar,1
Bermanfaat banget 🔥🙏,5
kurang member apa gimana? gurunya maksa bgt,1
Soalya bagus,5
In bkin sya pintar,1
"Belajar jd lebih efektif, ada persebaran materi UTBK jga ,jd ga bingung mau mulai belajar dr mana",5
Bagus banget saya jadi juara 1 terimakasih ruang guru,5
Ashallam Budha Mahayana Thankyou TTD Bapak Polisi Dwi Meriyani Kholiq Thankyou Shallam Budha Mahayana Thankyou TTD Bapak Polisi Dwi Meriyani Kholiq Thankyou Shallam Budha Mahayana Thankyou TTD Bapak Polisi Dwi Meriyani Kholiq good bye my love you path empek-empek mbok jamu tradisional dan Tanda tangan dan biodata Yogi Finanda sa dan halangan yang beli dimana di dalamnya dan Tanda tangan ✋✋✋✋✋✋✋✋✋✋✋✋ yang beli km dari itulah mengapa kebanyakan wanita Indonesia yang basahan di Wei no ku tak bisa d,5
Aku suka ruang guru bisa belajar di ruang guru😎😎😎😎😎,1
"Sangat bagus,saya menjadi pintar karena ruanggur",5
Saya suka banget dengan ruang guru sangat terbantu saat saya kesulitan dalam saya mengerjakan PR yang saya dapat dari sekolah,5
Sangat membantu saya belajar Apalagi sekarang belajarnya online tidak ada penjelasannya Sekarang ada ruangguru jadi semangat belajarnya ada video penjelasannya Terima kasih ruangguru😊,5
Wulan dari,5
PR selasei !!!!!!!!!!!!!!!¡!!!!!!!!!!!! Serepet,5
Wau aplikasi nya sagat membantu Aku belajar materi materi yang tidak Di ketahui saya 😊,5
Ini gratis kak🙏🙏,5
Gak enak pusing😵,2
Luar biasa 👍👍👍,5
"Mohon maaf, pak Dhanardi pengar MTK materi Linear kelas 10 SMK MM, cara mengajarnya kurang memuaskan, beliau ngajarinnya kurang detail, jadi saya bingung banget!!",1
aplikasi nya sangat bagus dan mudah dipahami,5
Mau tanya apk ini bayar 😁,5
"Request materi buat ruang guru , biar ga bosen gitu gitu aja tentang materinya saya mau request untuk menambahkan modul pembelajaran tentang ""investasi"" karena pelajaran investasi sangat dibutuhkan untuk masa depan maupun masa yang akan datang , penting bagi siswa siswi Indonesia untuk belajar investasi sebelum telat.",4
baguss bgt apk nyaaa aku seneng bangetttt makasiii ruangguru,5
Bagus banget Doain ya aku ya agar lulus utbk 2022 ☺️,5
Pengalamanku sangat menyenan,5
Sukaaa Bingitttt Ama Ruang Guruuuuu><,5
Ruang guru emang the best !!! Suka banget sama aplikasinya apalagi fitur baru yaitu robo guru...jaya terus ruang guru dan makasih juga karena dengan adanya ruang belajar aku jadi semakin semangat buat belajar dan siap untuk mengerjakan tugas tugas yang diberikan oleh ibu guru...terima kasih ruang guru 🥰😊,5
Aplikasi nya jelek.susah untuk mendaftar nya😡,1
Lampu,1
Aplikasi ini sangat bangusss bisa membantu ku saat mau ujian,5
Kereeeennn,5
Ruang Guru Memang terbaik👍👌,5
Sering nge slide sendiri pas baca rangkuman.Suka keluar sendiri pas liat download tan.,2
mantap eyy!,5
Berguna banget sih,4
"Assalamualaikum Kak,maaf kok kagak ada kelas:10 sama 12 Jurusan Bahasa kak?",5
Sangat membantu dalam proses belajar mengajar 👍👍👍,5
"Dulu sempet sebel sama nih aplikasi karena sering banget bikin acara yg ditanyain di semua saluran TV Indonesia, sekarang jadi sayang😭Sangat membantu untuk belajar PAS, ada pembelajaran yang gratis tapi ya ga bisa semua, namun tetap membantu. Semakin yakin untuk berlangganan. Terimakasih Ruangguru 😍❤️",5
Eurahi badu,5
"Makasih banget buat update annya best app ever, semoga kedepannya tetep bisa berlangganan diRG dan bisa ikut EA",5
"Aplikasi Ruang guru memang the best, mudah praktis dan terpilih baik untuk guru, orang tua dan peserta didik. Terima kasih ruang guru atas layanannya yang sangat bermanfaat bagi kemajuan pendidikan.",5
😘😘😘😘😘😘😘,5
Apk bagus banget,5
Bagus tp segini dulu ya,4
Membuat kita memahami pelajaran dengan baik,5
"Aplikasi pembantaian ini mah namanya, padahal saya sudah konfirmasi dari 2 bulan yang lalu kalo saya udah ga make aplikasi ruang guru lagi. Tapi masih aja dibantai terus ampe ditelpon2 ribuan kali👎",1
Dahlah cape udah diuninstal nomor diteror terus sama mbak2 nawarin promo hadehhh Gedeg kalo lama2,1
"Bagusss the best deh, installnya aja yg lama.. 2 jam ☺",4
Admin kakak Nisya asik👍🏻👍🏻,5
Bagus Pokok nya Juara,5
ruang guru mengajarkan materi yang tidak kita pahami menjadi paham.Terima kasih ruang guru,5
"Wihh mantap lah ruang Guri the best pokonya guru² yg menjelaskannya juga enak didengar dan mudah skali dipahami,, manttapp lah",5
Sangat rekomendasi belajar di ruang guru memuaskan,5
"Buat pengajaran dan fasilitas pengajarannya sih semua udah mantap, cuma selalu ditawarkan dengan berlangganan, walaupun sudah bilang ""tidak terima kasih kak"" tetap saja terkadang ada beberapa pesan yang tetap menawarkan untuk berlangganan",5
Mendidik dan baguss,5
"Aplikasi bagus, sangat membantu",5
"Sebenarnya aku udah suka sama ruangguru, cuma belakangan ini pas aku buka ruangguru dan aku lihat video dafa lulunya gaada yang baru, soalnya aku cek 8 desember harusnya dah ada yang baru. Bisa tolong jelasin ga ini kenapa?",4
Halo Guys Selamat Pagi Guys,5
Lebih mudah untuk memahami materinya,3
Klo ngechat lewat wa harus balas kek cewek aja min,1
Worth it banget!,4
Aku. Jadi. Semanga. Belajar ya😊😊😊saya. Belajar ya. Di. Ruangguru. Itu. Selalu. Semanga. Rua guru😊😊😊,5
ruangguru membantu dalam proses belajar dan persiapan ujian tapi tolong roboguru nya lebih ditingkatkan karena tidak sesuai dengan yang ditanyakan walau foto dan teks jelas,4
Apk ny sangat bagus,5
Kalo pakai ruang guru bayar ga yah soal nya gue pengen tau biar gua bisa pakai lagi 😅😅😙,3
Swe hume run keyowddea,1
Mantap aku makin malas👌🗿,5
Sangat disayangkan,1
ｂａｇｕｓ ｂａｎｇｅｔ ｒｕａｎｇ ｇｕｒｕ,5
Akuu belum pernah make ruang guru jadi coba ajaa deh bismillah,5
Noice,5
"Hayyiooo! Aku cath nah jadi aku baru instal apl ruang guru aku belum pernah coba tapi kalau diliat liat bagus, oh ya doain ya besok dikasi soal sama org yg diundang ruang guru (g terlalu tau) semoga ku bisa jawab hehe!",5
Suka skli Ama aplikasi ini,5
Penjelasan mudah dipahami dan seru,5
Belajar bisa lebih baik dan mudah,1
"Good, masa-masa kaya gini cari bimbel yang bagus ya ini",5
Baru mencoba,4
Semoga bermanfaat ruangguru,5
Aplikasinya bagus tapi tolong episode dafa lulu yang untuk kelas 6 nya ga keluar²,5
Masa updatenya lama banget 😟😟😱😱,2
Wahhh keren BANGETTTT ruangguru gak kalah habisdah sama app belajar lain pokonya seratus rating 💯,5
"Baru ngikutin , setelah mempelajari nya saya berkeyakinan bahwa anak² bisa meraih prestasi seperti yang diharapkan",5
Terima kasih kepada guru guru yang telah ajar kmi di apk ruangguru sekali lagi aku terima kasih yah😊,5
"Dengan menggunakan aplikasi Ruang Guru , saya lebih mengerti tentang materi pembelajaran yang saya kurang pahami .",5
Nenih,3
Assalamualaikum perkenalkan nama saya adalah EMYLDA awal nya saya mendowlod ruangguru ini hanya iseng si tapi pas udah belajar di ruangguru jadi ketagihan buat belajar di ruangguru cobain deh seru banget loh belajar di ruangguru,5
Apa bisa belajar tanpa halangan karna udah banya aku udah lewatkan banyak pelajaran aku hanya ingi belajar ap bisa?,5
"Terima kasih ruang guru, nama asli aku Asslan.",5
APK NYA BAGUS BAGET DAN SERU SOAL NYA ADA KUIS NYA JUGA SEKIAN TERIMA KASIH,5
Baguss😼,5
Bagus tapi download nyaa agk lama hampir 2hri punya ku tolong di perbaiki ya assalamualaikum,5
"Saya harap Jurusan SMK nya di tambah lagi, Soalnya saya jurusan DPIB masih suka g ngerti sama pembahasan di sekolah... Itu aja sih, sisanya udh bgus bgt",4
Kemahalan coyyy . GK ADS MAPEL S BY JUGAAAAAAAAA,1
Keren aku bisa chat kakak dan abang roy pokok nya aplikasi nya keren aku bisa mengerti pelajaran aku ................................................................................................................kan udah aku bilang aplikasi nya keren,5
Bantu bangeeeeeeettttt.... Lebih mudah deh kalau belajar... Semoga bermanfaat yaaaa. .,5
"bacod euy,trmksh🙏",1
Apk bermanfaat,5
Wo,5
"Apknya bagus banget,,jadi gak ribet lgi walaupun ad sedimit kendala sihk,,makasih master teacher👍",5
Wah piturnya bagus bagus ya aku suka kalian wajib download ya🙏🏻🙏🏻,5
Aku suka belajar di ruang guru mudah mengerti terimakasih ruang guru🥰,5
Katanya iklan gratis taunya bayar jadi Kecewa 🙏😡😠🤬😠😡🤬😠😡😠😡🤬😡🤬😡🤬🤬😡🤬👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1
Sumpah pelajarannya mudah sekali saya kasih Bintang lima,5
Memberi dislike👎👎!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Tpi boong hayuukk papalepale palepale pale,5
Jelekkkkkkkkkkkkkkkk banget,1
"Sebenarnya aplikasinya sudah bagus, tp mohon maaf yh, saya tidak berlangganan sama ruang guru, tp knp yh ka, saya selalu di cht sma kaka2nya, walaupun saya sudah menjawabnya, saya minta sama pengurus aplikasi ruang guru, jangan cht kami terus berulang2 yh, juga jangan memberi pertanyaan dan menjawabnya bukan sesuai dengan pertanyaanya, Trimakasih atas tawaran bantuanya, tp saya tidak butuh, trimakasih",1
PAHLAWAN Sikap seorang Pahlawan adalah Pemberani pantang menyerah tegas dan rela berkorban demi keluarga gereja pemerintah nusa bangsa dan Negara setanah air Indonesia,5
Y saja,5
"Aplikasi ruangguru memang keren, tapi lebih baik kalau ada mode gelap, supaya hemat baterai dan gak terlalu mencolok di mata. Makasih Tim ruangguru telah membaca komen ini 🤗",4
Aplikasinya sangat membantu. Mudah dipahami,5
Aku suka banget aplikasinya sekarang aku udh jadi juara kelas,5
Aplikasi belajar nomor 1,5
"Aplikasinya sangat membantu untuk persiapan ujian semester saat ini,saya pengguna ruang guru suka banget dengan namanya bank soal dan di situ banyak mapel mapel yang lengkap jika salah menjawab soal di situ ada vidio pengertian nya hingga kita paham pokom nya the best Terimakasih ruang guru",5
😍😍😍,5
"Bagian ADAPTO nya agak nge lag,suka kayak tiba tiba di tengah penjelasan muncul pertanyaan jadi penjelasannya kepotong,tolong tingkatkan lagi ya kak U_U",4
"pembahasannya detail bngt sih, jd suka sm ruangguru 😣❤",5
Pertama kali coba aplikasi ini langsung suka banget! Materi yang diajarkan sangat mudah untuk dipahami Terima kasih Ruangguru!,5
"Kalau mau menawarkan promosi boleh, tapi mohon maaf jangan telepon. Saya dan orang tua saya merasa terganggu kalau terus ditelepon oleh pihak ruangguru (bukan cuma saya yang ditelepon, tapi orang tua saya juga, dan itu bukan cuma sekali). Kalau lewat chat saya ga keberatan, saya dan orang tua saya cuma merasa terganggu kalau ditelpon Jadi kalau untuk mengirim screenshot isi pesan saya rasa ga perlu, karena saya ga keberatan kalau lewat chat. Terima kasih",3
Buku belajar nya ga dikirim2 lama banget udah 2 minggu beli paket elite smp ga ada buku paketnya,1
bagussddddddd,5
"neror mulu malesin banget kaya pinjol aja,dari wa,di wa udah di blok,ganti di teror lewat telfon,gausah neror neror lagi bisa ga ??,nyesel banget buat akun,neror nya ga abis abis",1
"Wah aplikasinya seru banget bisa lihat video,latihan bab,cek kemampuan, dan juga bisa menebak. aplikasi ini sangat menguntungkan dan juga saya memberi 5 bintang karena aplikasi ini sangat hebat untuk menguji kepintaran kita",5
Aplikasinya membantu banget untuk kita belajar apa lagi di situ ada guru guru yang sudah profesional,5
Baik 👍,5
Halo aku Vina Aulia aku Mts aku saat pake ruang guru jawaban nya langsung ada yang belum coba rugi rugi sekali seperti keting galan pesawat aja de pokonya pake ruang guru aja dijamin kalian suka coba saja ini sangat bagus!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Salam dari hp yang paling bagus ahpion,5
Sukak,5
"Kak aku mau tanya, aku sudah update apk ruang guru ini. Tapi kenapa belum bisa mengeklik materi estrak yang ada di dalam video belajar ruang guru ya?",5
Bagus kok aplikasi nya 😁,5
"Bagus buat adek2 qU yang masih sekolah , ada nya apk ini",5
Terimah kasih ruang guru aku semagat gara gara ruang guru oh iya aku kls 4 sd,5
selamat bergabung ruang guru makasih ya sudah datang di sekolah kami😍😍🥰,5
"this app is very good, cepet paham sama materi yang disampaikan di ruang guru dibandingkan yang di sekolah 🥰",5
LUV BGTT,5
"Kalo mau promosi jangan berlebihan nyed , hp gwa penuh sama iklan sampah kaya ruang guru , binatang emang!!!!!",1
Baguuuuuuuuuuuuuuss 👍,5
"Bagus banget, langsung ngerti",5
"aplikasi belajar yang sesuai dengan kebutuhan saya, seru dan mudah dipahami. Terimakasih ruangguru🥰",5
Yametekudasai,5
Ampas,1
Saya suka banget karena saya bisa belajar dengan giat lagi,5
Karena sangat membantu bangeettt dlm sya blj☺️💗,5
Bagus bangetttt nyesel gak dari dulu pakai ruang guru terima kasih ruang guru semoga aku bisa dapat skor utbk yang bagus nantinya,5
Kk aplikasi ini gratis atau nanti dibayar ke Indomaret Alfamart minimarket atau gk,5
Aduh makasih banget karna ruang guru aku jadi juara 1 😊,5
"Gamenya seru banget!😃 saking serunya jadi kepencet ""uninstall"" Deh.....",1
"maaf kak, akhir2 ini fitur adapto nya ga bisa digunakan. Setiap aku mau gunain video nya jadi lag dan g bisa muter, tolong di bantu yya kakk huhu :(( fitur Adapto berguna bangett soalnya 🙏",2
"Belajar nya seru dengan fideo animasi , kalo ada perubahan dalam belajar saya tambahin bintang nya",4
Gg mantap,5
Wah bagus banget aplikasi ini ya,1
Semoga makin berkembang,5
Bagus untuk belajar online dan lebih paham untuk pelajaran,5
Luar Biasa...,5
Terima kasih untuk ruang guru suda mempelajari sayah 😀😀😀,5
"Nyesel langganan udah mahal lagi, eh tetap gk bisa, malah disuruh langganan lagi, Ini transaksinya yg gk berhasil atau ada masalah lain ya? NYESEK BANGET RASANYA",1
Trrlalu banyak fitur yg dikuncyi,2
"KAK RUANG GURUKU EROR GABISA MASUK, KENAPA BISA GITU?! AYOLAH KAK SAYA HARUS BELAJAR. MOHON BANTUANNYA",1
Aplikasi nya sangat bagus buat belajar,5
Assalamualaikum saya akhtar kelas 7 smpit bina Insani ini saya ragu Dan mendapat nilai terendah deh😔,5
Ruang guru Adain fitur game donggg supaya yang lain makin semangat belajarnyaaa,5
😘😘,5
Kak kok gak ada pelajaran ppkn nya di Ruangguru,4
"Mantap Banget Sih,Kalo Lagi Bosen Tinggal Buka Aplikasi Ruang Guru Trus Nonton Videonya.Pokoknya Seru dan mahamin banget",5
Wah ruang guru emang hebat,4
Aku. Akan pakai ruang guru. Unntuk belajar,5
Terima kasih ya ruang guru,1
Kaya nya bagus bagus doang ga bagus bingittttt🤭🤭🤭,5
"Sebenarnya aplikasinya bagus dan mudah dipahami oleh ku tapi sayangnya harus berlangganan,aku yang hidupnya sederhana bisa apa aku bingung harus bisa memahami materi lagi klo ruang gurunya berbayar",3
"Terima kasih Ruang Guru, saya sebagai orang tua sangat terbantu dengan adanya Ruang Guru",5
Keren saya nilai 100,1
Apl nya bagus banget membantu sekali,5
Bagus saya jadi terbantu cocok untuk anak anak maupun orang dewasa bagus ruangguru,5
Aplikasi ruangguru emang bagus dan dan belajar terus materinya mudah dipahami,5
Sangat membantu anak dalam belajar dan diminati anak2,5
jadi lancar klo kerjain tgs makasih ruang guru,5
Makasih ya kakak semoga sehat selalu 😊😊😊,5
"Aplikasi nya bagus buat anak saya yg gak suka belajar. Jadi nya anak saya belajar pakai aplikasi ruang guru ini anak saya jadi Fokus belajar nya terima kasih, ruang guru 😊",5
Mana ada gratis ttp aja bayar nipu iklan tv 🗿,1
"Woi ini gmn,saya UAS nilai sebenarnya 100 tapi kok nol anjg g jelas bngt bngst,ngga bagus nih apk,gmn lh update nha yang bner",1
"sebenarnya aplikasi nya sudah cukup bagus dan video pembelajaran nya cukup dimengerti... namun kendala yg saya alami ada 2, 1. setiap tahun nya (meskipun sudah berlangganan) selalu di chat oleh kakak dari ruang guru.. jika saya sudah menjawab ""sudah berlangganan / maaf tidak kak"" terus-menerus ditawarkan yg lain.. 2. Fitur robo guru selalu error, yg ditanya apa yg dijawab apa.. atau soal selalu tidak terbaca meskipun soal nya saya ketik / saya foto (hasil nya jernih) Terimakasih!",2
"Video gambarnya rusak kak,putus putus,tolong segera diperbaiki nanti saya kasih bintang 5 kalo sudah lancar videonya",2
Aflikasinya lengkap banget..simple praktis lg,5
Sekarang suka eror,3
Bagus so X,5
"Sangat bagus 👍😍😊, belajar pun jadi tambah semangat 🔛🔥",5
"Bagus banget, penjelasannya jelas,suka bgt sama animasi video nya🤍",5
Naise....,5
"Bagus banget saya suka karena bisa belajar,kalian buruan dowload 🥰🥰",5
"Aku nyesel Uda download ini ternyata gk ada guna,gk ada guna harus bayar mending di brenly",1
"good job, i like it",5
terimakasih atas bimbinganya,5
"Ruang guru ga pernah mengecewakan sih. Tapi aku ga berlangganan sampe berbayar. Karena gada cuan, hehe:)",5
Menyenangkan dan konsep nya jelass,5
Yang buat ide pintar banget,5
"Apk nya bagus kok,gak rugi download nya",5
"❤Uwaaaah aplikasi ini sangat bagus🤩👍.untuk belajar penjelasannya juga sangat lengkap cobaa aplikasi ini ya guyss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Tapi gak boleh untuk contek ujian ya untuk belajar aja guys, nanti malah gak pinter lhoo🤫 hehe,,",5
"Bagus bangettt-!!! Aku suka Kita bisa bikin Avatar, punya hewan untuk nemenin kita belajar, dan kita juga bisa dapet temen baru...bisa ngobrol sama orang baru dll, selain itu pelajaran nya sangat mudah di fahami, dan skrng aku udh punya banyak temen dari Ruang Guru. Thank you Teacher Room💗.",5
Mudah dipahami materi nya,5
suka ruang guru ini,5
💗,5
🤩🤩🤩😍😍😍😍,5
Ini aplikasi belajar paling bagus yang saya pernah temui namun saya memiliki masukan untuk menambah mata pelajaran pkn.,5
"Sangat membantu dalam proses pembelajaran dan lebih mudah dimengerti😀🥰. Tapi yg bikin saya gak suka disini adalah saya yang selalu dispam notif wa, walaupun saya sudah tolak beberapa kali. Itu cukup mengganggu 🙄",5
"Terkadang ada bug untuk pemilihan materi, minta tolong di fiks ya ruang guru terganggu banget , apa lagi nunggu pilihannya lama",5
"ruangguru bagus!! selalu bikin lebih paham pelajaran di sekolah, tapi tolong tambahkan mapel seni budaya dan ppkn, setelah itu juga banyakin diskon dong hehe",4
Bagus kok katasiapa gak bagus anjir,5
"Makasih ya para master teacher yg mengajar di ruang guru, aku merasa terbantu, awal-awal aku masih ragu untuk pake ruangguru tapi lama-lama jadi mau, dikira aku cuman belajar dan nonton video aja ternyata ada latihan soalnya dan lain sebagai nya, terima kasih yg telah membangun aplikasi ruang guru, aku merasa sangat-sangat terbantu untuk memperbaiki nilai ku, sekali lagi aku terima kasih atas ruangguru dan yg lain nya ☺️",5
"Tolong kak tambahin pelajaran, IPA TERPADU, IPS TERPADU, PRAKARYA , PAI, SENBUD, PJOK, dan PPKN kak, tolong di lengkapi materi nya kakkk",3
Bagus bgt ga nyesel bisa berlangganan,5
"bot nya lama dalam urusan merespon soal, padahal lagi butuhh",1
Ruang guruini bisa bantu aku belajar,5
Sangat membantu saya dalam belajar 👏👏,5
Halo aku Novi aku kelas 7 saya sangat berterima kasih banyak karena Apk ruangguru ini bagus banget !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! apa lagi yg paling aku suka ya saat ujian materi dalam apk ini keluar semua pokoknya apk ini bagus banget,5
Bagus buat persiapan PAS,5
"Belajar di ruang guru nya sih seru, aku juga udah berlangganan tapi untuk pelajaran sbdp dan agama islam ternyata belum ada...hehehe menurutku itu penting sih.... Dan semoga ada versi dimana bisa dengerin lagu sambil belajar T_T, karna gampang bosan hehehehe, mohon ditingkatkan lagi. Terimakasih",4
saya waktu ujian saya dapat nilai seratus karna belajar di ruangguru makasi ruangguru,5
aplikasi yang menyenangkan saat belajar,5
"Belajar Menyenangkan Sekali! Hanya Di Ruaaaang Guru, Semoga Uas ku 100 SEMUAAAA Aamiinಠ‿ಠ",5
hqlo,5
Aplikasi ini sangat bagus 👍👍👍👍,5
Sumpah keren banget ya Allah,5
"Good,saya suka dengan fitur fitur yang ada",5
Yahh saya belum tahu si tapi apakah ini dibayar,5
Aku kasih bintang 5 karena aplikasi nya bagus banget nyesel kalo gk Download,5
Nda tau ah,3
Bagusss banget👍👍,5
WAH KEREN,5
Ruang guru emang the best bngt dah,5
Bagus banget kakkk,5
Apk baguss,1
"Alhamdulillah,berkat ruang guru,ulangan saya di sekolah jadi lancar, terimakasih ruang guru🙂🙏🙏",5
Dipaksa,5
Sangat bagus👍👍👍👍👍💯,5
Semoga aplikasi ruang guru ini berguna untuk saya dan teman²☺,5
apk bagus,5
Kenapa latihan bab sama bank soal dikit. Kenapa dulu bisa tanya ke tutor sekarang ga bisa katanya harus donlot whatsap aku pake tab yang ga punya nomor whatsap terus Ruangguru nyebelin kenapa kalo mo ikut liga ruangguru harus ngisi nama akun tiktok aku ga punya tiktok lagian tiktok ga bagus buatan china kalo donlot tiktok sama aja bantuin china dong gimana sih ruangguru katanya buat bikin pinter anak indonasia tapi suruh punya tiktok ruangguru harus benerin awas kalo masih sama awas loo😡😡😡,2
Bagus sih tpi bayar. Coba di Update terus digratiskan pasti saya kasih bintang 5 deh,1
Aplikasinya bagus banget loo!,5
Bagusssss bangettt,5
Mebel ruang guru belajar nya memang oke dan saya sampai sampai sekarang betul betul enak belajar nya Terima kasih ruang guru,5
Aku senang banget kalau belajar pakai aplikasi ruang Guru jadi makin tambah pintar dan yang buat aplikasi ruang Guru terimakasih banyak kalau tidak ada aplikasi ruang Guru aku tidak bisa belajar terimakasih banyak ya.,5
Karena ruangguru nilai ku sempurna terimakasih ruangguru,5
Ruang guru emang bagus materi nya mudah di pahami dan di mengerti👍,5
Membantu banget dalam metode metode belajar,5
eca Ryanti,5
Membantu bangett pokoknya ruang guru the best!!,5
Aplikasi ini membuat aku pister aku kasi bintang 5,5
Maaf jelek!!!!!!!!!!!!!!! Tapibohong ya haha,5
Kok susah download nya,5
"Nyesel banget baru download klo tau banyak fitur-fitur yang menarik, bisa bertanya jawaban tugas dan ada pembahasannya yang semakin mengerti. Terimakasih Ruangguru🥰😍",5
Terimakasih .dengan apk ini saya jadi kebantu untuk mengerjakan pr saya,5
"Suka banget sama aplikasi ini....nilai ku lumayan naik....sukses trus ruang guru, semoga ruang guru ad offline nya di pasuruan",5
Buat kalian yang susah belajar dan main hp terus cobain deh apk ini pasti bakal ketagihan belajar,5
RuangGuru ini sangat bagus,5
The Room of the Teacher Its Good but more Attraction Challenge on study Thank you,5
Mudah dipahami dan kalo salah ada pembahasan nya,5
"APLIKASI BAGUS BANGET BAGI SAYA !!!!!!!!!KARENA SAYA BISA MENJAWAB UJIAN, YANG TIDAK BISA JAWAB UNJIAN, SEMUA NYA ADA DISINI!!!!!!!!!!!!!!SALAM DARI KELAS 4A",5
"Nyesel berlangganan,soalnya yg katanya pembahasannya bagus,eh malah tambah gajelas.Videonya Cuma ""ini hasilnya ini"" dan ""ini hasilnya ini"" gajelas bat,gk da keterangannya dapet dari mana ditambah ato dikurang gk ada sama sekali.klo bisa direfund mending refund aj. Rugi bat👍",1
KEREN :D,5
Apakah ini game free fire???,5
Kereeen banget RuangGuru_ pembelajaran nya seru - seru! Download yuk sekarang :),5
Doakan UGM taun depan.,5
Terimakasih Aplikasi ini sangat bagus,5
Saya sdh beli koin tpi koinnya GK masuk masuk ☹️,1
Seru bngt,5
bagus👍🏻👍🏻,5
"Makin Lama Belajar Bersama RuangGuru, Semakin Kita Naik Ranking",5
"Istri saya sudah punya Ruang guru, anak saya selalu meminjam handphone istri cuma untuk lihat vidio Ruang guru apa lagi kalau ada film pelajaran,anak saya jadi makin ketagihan belajar",5
"Alhamdulillah, seneng banget bisa belajar pake ruangguru karena lebih cepet paham sama apa yang dipelajari 😍💘",5
Bagus belajar nya,5
Ruang guru seru gak,1
Dapat gratis,5
Bagus membantu saya belajar,5
"Stop terror gw lewat whatsapp apalagi sampe telpon"" , mkasi",1
Sgt berguna kk mantap,5
"Asyik, menyenangkan,banyak soal",5
Aplikasi nya bagus dan sangat membantu,5
"Asyik , menyenangkan, banyak soal",5
Elvaina,5
"Kak saya ingin memberikan saran, metode pembayaran tolong di tambah yaa, seperti pembayaran menggunakan pulsa, soal lebi praktis dan gampang,. sekian terima kasih",5
Kereennn🥰,5
Terima kasih Ruangguru berkat aplikasi ini nilai saya bisa meningkat,5
"ASAL LO TAU AJA NJING, GW DAH DIKASI LANGGANAN GRATIS TAPI KENAPA MALAH LO TARIK KEMBALI? LO NIAT NGSSIH KAGAK NJING? PANTES AE RUANGGURU SEPI PEMINATNYA WKWKWK",1
Apk belajar terbaik,5
Ruang guru ini bagus bisa mengajar anak yang sekolah,5
"Robo guru nya sering ngasih jawaban yang salah,jadi nilain pas sama nilai harian saya selalu aja kecil sangat kecewa saya sama aplikasi ini saya kira emang bener aplikasih nomor 1 untuk belajar tapi malah kasih jawaban yang salah",1
Konsep vidio belajarny bikin semangat belajar lebih🤗,5
Thank you!,5
Saya senang belajar memakai aplikasi ruang guru. Terima- kasih.,5
Aplikasi yang sangat lengkap untuk belajar,5
"Aplikasi GG Saya sangat senang mengunakan aplikasi ini karena saya tidak bisa mengerjakan ulangan dikarnakan pusat gedung cyber nya di bom nuklir, dan mama saya pasti bangga..",1
"hai Ruangguru, namaku Adel, aku suka banget sama aplikasi ruangguru, bcos ini bener2 membantu proses belajar aku, dan alhamdulillah nilai mtk ku yang biasanya 80-an sekarang naik jadi 100, terimakasih ruangguru ❤",5
Aplikasinya sangat bagus dan memuaskan bagi kaum pelajar seperti saya,5
Aku suka Ruang guru Lebih dari itu Aku Suka Sekolah,5
"Terimakasih ya ruangguru karna berkat dri ruangguru aku jdi lebih paham materi"" yg di sampai kannya Sekali lagi makasih 😊😊",5
"Video pembahasannya bagus banget, sesuai sama kurikulum, but mapel nya kurang lengkap, mapel PKN dan Pendidikan Agama Kelas 8 ga ada:((",3
"baguss bangettt,aku jadi semangat belajarr❤️❤️",5
4 aja,4
Senang belajar dengan ruang guru,5
Heh heh,5
😎🙏😎🙏,5
yuhu,5
